"site","begin","end"
"LA 15595","1000","1300"
"LA 15596","1050","1300"
"LA 15601","1200","1300"
"LA 15603","1200","1300"
"LA 15604","1200","1300"
"LA 15607","900","1025"
"LA 15608","1025","1150"
"LA 15612","1025","1200"
"LA 15613","1050","1200"
"LA 15614","1050","1150"
"LA 15615","1050","1200"
"LA 15616","1050","1200"
"LA 15617","1050","1175"
"LA 15618","1050","1200"
"LA 15619","1050","1200"
"LA 15620","700","1300"
"LA 15621","1050","1150"
"LA 15622","1050","1300"
"LA 15625","900","1050"
"LA 15629","1050","1150"
"LA 15631","1000","1300"
"LA 15632","1000","1175"
"LA 15633","900","1225"
"LA 15634","1000","1175"
"LA 15637","900","1150"
"LA 15638","1025","1200"
"LA 15639","900","1050"
"LA 15644","900","1200"
"LA 15645","900","1175"
"LA 15646","1050","1175"
"LA 15647","1050","1200"
"LA 15648","900","1150"
"LA 15649","1050","1175"
"LA 15650","1025","1200"
"LA 15651","900","1150"
"LA 15653","1025","1200"
"LA 15654","1050","1200"
"LA 15655","1050","1175"
"LA 15656","1050","1200"
"LA 15657","1050","1175"
"LA 15659","1025","1175"
"LA 15660","1050","1175"
"LA 15661","1050","1150"
"LA 15663","900","1200"
"LA 15664","900","1200"
"LA 15665","875","1150"
"LA 15666","875","1025"
"LA 15668","900","1150"
"LA 15672","1050","1300"
"LA 15674","1050","1300"
"LA 15676","875","1025"
"LA 15677","900","1200"
"LA 15678","1025","1200"
"LA 15680","1050","1175"
"LA 15682","1050","1200"
"LA 15683","1050","1200"
"LA 15684","1025","1200"
"LA 15686","1050","1200"
"LA 15688","900","1200"
"LA 15694","1050","1150"
"LA 15699","900","1200"
"LA 15704","900","1200"
"LA 15705","550","1150"
"LA 15706","875","1200"
"LA 15708","900","1200"
"LA 15709","1025","1200"
"LA 15710","1050","1150"
"LA 15713","1050","1150"
"LA 15717","550","1150"
"LA 15718","1050","1150"
"AZ Q:3:17","550","925"
"AZ Q:3:18","550","925"
"AZ Q:3:19","550","925"
"AZ Q:3:20","550","950"
"AZ Q:3:3","550","925"
"AZ Q:3:34","550","925"
"AZ Q:3:35","550","925"
"AZ Q:3:37","550","1300"
"AZ Q:3:4","550","925"
"AZ Q:3:43","550","1150"
"AZ Q:3:44","850","925"
"AZ Q:3:46","550","1300"
"AZ Q:3:47","550","925"
"AZ Q:3:48","550","925"
"AZ Q:3:51","550","1200"
"AZ Q:3:58","550","925"
"AZ Q:3:6","550","950"
"AZ Q:3:61","550","925"
"AZ Q:3:62","550","875"
"AZ Q:3:64","550","925"
"AZ Q:3:65","550","925"
"AZ Q:3:66","550","925"
"AZ Q:3:68","550","1200"
"AZ Q:3:71","550","1200"
"AZ Q:3:74","550","1050"
"AZ Q:3:75","550","925"
"AZ Q:3:76","550","925"
"AZ Q:3:77","550","925"
"AZ Q:3:80","550","950"
"AZ Q:3:81","550","925"
"AZ Q:3:82","550","925"
"AZ Q:3:83","550","925"
"AZ Q:3:84","550","925"
"AZ Q:3:85","550","1175"
"AZ Q:3:86","875","1200"
"AZ Q:3:87","1100","1300"
"AZ Q:7:13","550","925"
"AZ Q:7:15","700","1200"
"AZ Q:7:16","550","925"
"AZ Q:7:2","550","925"
"AZ Q:7:3","550","925"
"AZ Q:7:1","550","925"
"AZ Q:3:9","1100","1300"
"AZ Q:3:10","1100","1300"
"AZ Q:3:11","1050","1300"
"AZ Q:3:13","550","1125"
"AZ Q:3:15","1100","1300"
"AZ Q:3:23","1050","1200"
"AZ Q:3:24","1050","1300"
"AZ Q:3:25","1050","1275"
"AZ Q:3:27","1050","1300"
"AZ Q:3:31","1075","1300"
"AZ Q:3:41","1050","1300"
"AZ Q:3:45","550","1200"
"AZ Q:3:50","1075","1300"
"AZ Q:3:52","1050","1300"
"AZ Q:3:53","1175","1300"
"AZ Q:3:54","1100","1300"
"AZ Q:3:59","875","1200"
"AZ Q:3:63","1075","1175"
"AZ Q:3:67","875","1200"
"AZ Q:3:69","1025","1200"
"AZ Q:3:72","550","1300"
"AZ Q:3:79","1050","1300"
"AZ Q:3:93","1050","1300"
"AZ Q:7:4","550","925"
"AZ Q:7:10","1050","1150"
"AZ Q:7:11","1050","1150"
"AZ Q:7:12","1050","1200"
"LA 36687","1050","1300"
"LA 36693","1050","1200"
"LA 36700","1050","1300"
"LA 36704","1050","1150"
"LA 36705","1050","1200"
"LA 36709","1050","1300"
"LA 101715","1050","1150"
"LA 101717","1200","1300"
"LA 101723","1200","1300"
"LA 101725","1100","1300"
"LA 101727","1050","1300"
"LA 101729","1175","1300"
"LA 101731","1050","1300"
"LA 101735","1200","1300"
"LA 101739","1050","1150"
"LA 101760","1025","1200"
"LA 101782","1025","1200"
"LA 101788","1050","1200"
"LA 101796","1050","1200"
"LA 101798","1025","1150"
"LA 101805","1075","1150"
"LA 101831","1200","1300"
"LA 101833","1050","1300"
"LA 101835","1050","1300"
"LA 101839","1100","1300"
"LA 101840","1200","1300"
"LA 101842","1050","1300"
"LA 101850","1050","1150"
"LA 101857","1050","1200"
"LA 101858","1050","1300"
"LA 101862","875","1200"
"LA 101868","1050","1300"
"LA 101870","1050","1200"
"LA 101871","1050","1150"
"LA 101876","1050","1175"
"LA 101905","900","1050"
"LA 101930","1075","1150"
"LA 101953","1050","1300"
"LA 106877","875","1200"
"LA 106885","1050","1200"
"LA 106887","875","1150"
"LA 106893","1050","1150"
"LA 106894","1050","1150"
"LA 106908","1050","1175"
"LA 106909","875","1150"
"LA 106923","1050","1150"
"LA 106928","1025","1150"
"LA 106935","1000","1150"
"LA 106939","900","1300"
"LA 106944","1050","1150"
"LA 106948","1050","1150"
"LA 106964","875","1300"
"LA 106977","1050","1200"
"LA 106980","875","1200"
"LA 106986","1050","1200"
"LA 107000","1050","1300"
"LA 107005","1100","1300"
"LA 107009","1050","1200"
"LA 107013","1100","1300"
"LA 107015","1050","1200"
"LA 107020","875","1175"
"LA 107021","1050","1150"
"LA 107045","1025","1200"
"LA 107067","1050","1300"
"LA 107068","1050","1175"
"LA 107069","1050","1300"
"LA 107071","1050","1200"
"LA 107072","1100","1300"
"LA 107076","1025","1200"
"LA 107081","1050","1150"
"LA 107102","1050","1150"
"LA 107116","1100","1225"
"LA 107119","1050","1225"
"LA 107120","1050","1150"
"LA 107139","1050","1150"
"LA 112025","875","1300"
"LA 112040","1100","1225"
"LA 112044","1050","1200"
"LA 112062","1050","1300"
"LA 112063","1050","1300"
"LA 112067","1100","1300"
"LA 112085","875","1300"
"LA 112142","1000","1150"
"AZ Q:2:1","1050","1150"
"AZ Q:2:10","1050","1175"
"AZ Q:2:11","700","1200"
"AZ Q:2:12","550","1200"
"AZ Q:2:13","875","1300"
"AZ Q:2:14","550","1200"
"AZ Q:2:15","850","1225"
"AZ Q:2:16","1025","1300"
"AZ Q:2:17","1075","1300"
"AZ Q:2:18","1025","1200"
"AZ Q:2:2","1050","1200"
"AZ Q:2:3","1050","1200"
"AZ Q:2:4","875","1300"
"AZ Q:2:5","1050","1300"
"AZ Q:2:6","1025","1200"
"AZ Q:2:7","1050","1200"
"AZ Q:2:8","1100","1300"
"AZ Q:2:9","550","1200"
"AZ Q:3:12","875","1300"
"AZ Q:3:16","850","1275"
"AZ Q:3:21","1050","1300"
"AZ Q:3:22","1050","1300"
"AZ Q:3:26","1100","1300"
"AZ Q:3:28","1100","1300"
"AZ Q:3:29","1200","1300"
"AZ Q:3:30","1050","1325"
"AZ Q:3:32","1200","1300"
"AZ Q:3:33","1200","1325"
"AZ Q:3:36","1200","1300"
"AZ Q:3:38","1175","1300"
"AZ Q:3:39","1200","1300"
"AZ Q:3:40","1025","1300"
"AZ Q:3:42","1050","1300"
"AZ Q:3:49","1075","1300"
"AZ Q:3:5","1050","1300"
"AZ Q:3:55","850","1300"
"AZ Q:3:60","850","925"
"AZ Q:3:7","1050","1200"
"AZ Q:3:70","1100","1300"
"AZ Q:3:78","875","1150"
"AZ Q:3:8","850","1300"
"AZ Q:3:89","1000","1300"
"AZ Q:3:90","1050","1300"
"AZ Q:3:91","1050","1400"
"AZ Q:3:92","1100","1300"
"AZ Q:3:94","1025","1200"
"AZ Q:3:95","550","1200"
"AZ Q:6:1","1050","1300"
"AZ Q:6:2","1050","1300"
"AZ Q:6:4","1075","1150"
"AZ Q:6:5","1050","1175"
"AZ Q:6:6","550","1200"
"AZ Q:6:7","875","1200"
"AZ Q:7:14","1000","1150"
"AZ Q:7:5","1275","1450"
"AZ Q:7:8","875","1200"
"AZ Q:7:9","1025","1300"
"Verde 15:2 GP, Ogilvie Ranch","1200","1375"
"Verde 15:1 GP, Wilbank Ranch","950","1375"
"Verde 14:5 GP","1000","1250"
"Verde 14:16 GP/12-01-627","875","1100"
"Verde 14:12 GP/12-01-626","850","1250"
"Verde 13:1 GP","1050","1300"
"AZ V:5:064","1000","1275"
"AZ V:5:061","1275","1400"
"AZ U:8:159","1100","1275"
"AZ U:8:211/1464","750","1150"
"AZ U:8:213/835","750","1150"
"AZ U:8:225/1580","800","1150"
"AZ U:8:304","800","1150"
"AZ U:8:385","750","1325"
"AZ U:8:511/1171","850","1150"
"AZ U:8:518","1325","1450"
"AZ U:8:577","750","1150"
"AZ V:1:129","1275","1325"
"AZ V:1:136","1200","1300"
"AZ V:1:138","1325","1400"
"AZ V:1:144","1200","1400"
"AZ V:1:147","1325","1400"
"AZ V:1:150","1200","1300"
"AZ V:1:152","1325","1400"
"AZ V:1:159","1000","1325"
"AZ V:1:161","1050","1300"
"AZ V:1:168","1375","1450"
"AZ V:1:169","1000","1400"
"AZ V:1:172","1150","1450"
"AZ V:1:178","1200","1300"
"AZ V:1:180","1325","1450"
"AZ V:1:190","1200","1325"
"AZ V:1:202","1175","1400"
"AZ V:1:203","1025","1400"
"AZ V:1:207","1050","1300"
"AZ V:1:222","1175","1300"
"AZ V:1:226","1175","1275"
"AZ V:1:238","1100","1400"
"AZ V:1:258","1100","1300"
"LA 35788","975","1175"
"The Fox Place","1200","1400"
"La Playa Sonora","700","1150"
"LA 9015","1200","1550"
"LA 9017","1175","1675"
"LA 9004","1200","1550"
"LA 9005","550","1550"
"LA 9010","1175","1400"
"LA 9011","750","1150"
"LA 9013","1175","1550"
"LA 9022","1175","1550"
"LA 9023","1175","1550"
"LA 9024","1175","1550"
"LA 9025","1175","1675"
"LA 9030","1125","1675"
"LA 9031","1175","1400"
"LA 9039","1175","1550"
"LA 9040","1175","1675"
"LA 9041","750","1050"
"LA 9044","1475","1625"
"LA 9018","550","1550"
"LA 9019","1050","1550"
"LA 9020","1025","1200"
"LA 9026","1200","1550"
"NA 9392","1050","1225"
"Crater 35 Group","875","1100"
"White Mound Village","600","925"
"Jeddito 375","1075","1300"
"Jeddito 55","1150","1300"
"NA 152/153","1000","1100"
"NA 9387","1050","1250"
"NA 9381","1050","1225"
"NA 9379","1050","1250"
"NA 9288","1150","1225"
"NA 9278","1000","1100"
"NA 9180","1100","1225"
"NA 8168","1050","1175"
"NA 2979","900","1000"
"NA 2460","900","1050"
"AZ K:14:24","1025","1200"
"AZ K:14:35","1000","1150"
"AZ K:15:14","700","1000"
"AZ P-54-179","1000","1150"
"AZ P-54-196","1050","1150"
"AZ Q:1:037","700","850"
"AZ Q:1:042","700","850"
"AZ Q:1:057","850","925"
"AZ Q:1:064","700","925"
"AZ Q:1:065","850","925"
"AZ Q:1:086","850","925"
"AZ Q:1:089","700","850"
"AZ Q:1:095","700","925"
"AZ Q:1:148","700","925"
"AZ Q:1:168","600","850"
"AZ Q:1:188","825","1000"
"AZ Q:1:214","850","925"
"AZ Q:1:402","700","1050"
"AZ Q:1:404","600","850"
"AZ Q:1:405","700","850"
"AZ Q:1:415","550","850"
"AZ Q:1:421","700","925"
"AZ Q:1:422","850","925"
"AZ Q:1:46","600","850"
"Cottonwood South","550","825"
"Dead Wash South PI","850","925"
"Flattop","1000","1100"
"Hogan Well","550","950"
"Little Bear","700","925"
"Lupton Brown","550","1100"
"NA 10088","550","700"
"NA 14681","700","1100"
"NA 14683","825","1000"
"NA 14727","1025","1175"
"NA 8936","1050","1150"
"NA 8939b","550","1175"
"NA 8941","550","850"
"NA 8942b","700","1150"
"NA 8943b","700","850"
"NA 8944b","550","925"
"NA 8948","700","850"
"NA 8968","600","1000"
"Roadkill","550","925"
"The Landing Site","1025","1200"
"Two Hogans Site","700","1100"
"Bonnell Site","1125","1350"
"MW 94-156","1200","1450"
"MW 94-178","1200","1450"
"MW 94-182","1200","1450"
"MW 94-190","1200","1450"
"MW 94-191","1200","1450"
"MW 94-192","1200","1450"
"MW 94-197","1200","1450"
"MW 94-198","1200","1450"
"MW 94-199","1200","1450"
"MW 94-202","1200","1450"
"MW 94-206","1200","1450"
"MW 94-207","1200","1450"
"MW 94-208","1200","1450"
"MW 94-209","1200","1450"
"MW 94-213","1200","1450"
"MW 94-216","1200","1450"
"MW 94-217","1200","1450"
"MW 94-219","1200","1450"
"MW 94-225","1200","1450"
"MW 94-227","1200","1450"
"MW 94-228","1200","1450"
"MW 94-231","1200","1450"
"MW 94-234","1200","1450"
"MW 94-235","1200","1450"
"MW 94-236","1200","1450"
"MW 94-237","1200","1450"
"MW 94-238","1200","1450"
"MW 94-239","1200","1450"
"MW 94-240","1200","1450"
"MW 94-241","1200","1450"
"MW 94-247","1200","1450"
"MW 94-250","1200","1450"
"MW 94-274","1200","1450"
"MW 94-281","1350","1450"
"MW 94-286","1200","1450"
"MW 94-294","1200","1450"
"MW 94-302","1200","1450"
"MW 94-308","1200","1450"
"MW 94-326","1200","1450"
"MW 94-349","1200","1450"
"MW 94-350","1200","1450"
"MW 94-352","1350","1450"
"MW 94-355","1200","1450"
"MW 94-380","1200","1450"
"MW 95-167","1200","1450"
"MW 95-170","1200","1450"
"MW 95-172","1200","1450"
"MW 95-173","1200","1450"
"MW 95-174","1200","1450"
"MW 95-175","1200","1450"
"MW 95-176","1200","1450"
"MW 95-177","1200","1450"
"MW 95-210","1200","1450"
"MW 95-232","1200","1450"
"MW 95-242","1200","1450"
"MW 95-362","1200","1450"
"MW 95-363","900","1125"
"MW 95-367","1200","1450"
"MW 95-368","1000","1450"
"MW 95-377","1200","1450"
"MW 95-380","1200","1450"
"MW 95-397","1200","1450"
"MW 95-398","1200","1450"
"MW 95-399","1200","1450"
"MW 95-400","1200","1450"
"MW 95-412","1200","1450"
"MW 95-414","1200","1450"
"MW 95-415","1200","1450"
"MW 95-418","1200","1450"
"MW 95-423","1200","1450"
"MW 95-429","1200","1450"
"MW 95-430","1200","1450"
"MW 95-432","1200","1450"
"MW 95-434","1200","1450"
"MW 95-438","900","1450"
"MW 95-455","1200","1450"
"MW 95-461","1200","1450"
"MW 95-462","1200","1450"
"MW 95-465","1200","1450"
"MW 95-467","1200","1450"
"MW 95-470","1200","1450"
"MW 95-473","1200","1450"
"MW 95-474","1200","1450"
"MW 95-476","1200","1450"
"MW 95-480","900","1125"
"MW 95-481","1000","1450"
"MW 95-483","1000","1450"
"MW 95-490","1200","1450"
"MW 95-492","1200","1450"
"MW 95-497","1200","1450"
"MW 95-500","900","1125"
"MW 95-510","1200","1450"
"MW 95-514","900","1125"
"MW 95-518","1200","1450"
"MW 95-526","1200","1450"
"MW 95-532","1200","1450"
"MW 95-535","1200","1450"
"MW 95-540","1200","1450"
"MW 95-553","1200","1450"
"MW 95-554","1200","1450"
"MW 95-555","900","1450"
"MW 95-556","1200","1450"
"MW 95-558","900","1125"
"MW 95-559","1200","1450"
"MW 95-560","1200","1450"
"Upper Sultemier Ruin","1200","1450"
"Rock Ball Court Site","750","850"
"Siphon Draw","850","1125"
"Frogtown","850","1000"
"Los Molinos","700","1150"
"Oquitoa Church","700","1150"
"Atil","700","1150"
"Arroyo La Caberna Sta Teresa","700","1150"
"Cerro del Quiche Magdelena","700","1150"
"Comaquito","700","1150"
"Mesa de Mesquital","700","1450"
"Mesa de San Juan","700","1450"
"Dolores Sonora","700","1150"
"Mesa El Pintor","700","1450"
"El Manche Cucurpe","700","1150"
"El Claro","700","1150"
"El Vado Caborca","700","1150"
"Saric","700","1150"
"El Bisani","700","1150"
"Rodieto","700","1150"
"La Tascosa","700","1150"
"Santa Rosa Sonora","700","1150"
"La Pedrada","700","1150"
"Santa Cruz Sonora","1350","1450"
"Sahauripa","1350","1450"
"Arivechi","1200","1450"
"Palopardo","700","1450"
"Cerro Prieto de Babocomari","700","1150"
"Cashion Ruin","700","1150"
"Grewe","750","1125"
"Westwing Site","950","1150"
"Palo Verde Ruin","850","1100"
"Van Liere Ruin","850","1150"
"Citrus Site","950","1150"
"AZ T:14:14(ASM)","950","1125"
"AZ T:14:15(ASM)","950","1150"
"Bartley Site","1150","1350"
"Ring Site","1200","1350"
"AZ Z:1:11(ASM)","950","1900"
"AZ Z:1:7(ASM)","850","1000"
"AZ Z:1:8(ASM)","850","1150"
"West Branch","950","1150"
"Redtail","1350","1450"
"Silverbell-Coachline","700","850"
"Tanque Verde Wash","1000","1100"
"El Caserio","750","1000"
"La Villa","700","850"
"La Lomita Pequena","850","1150"
"La Lomita","850","1100"
"Pueblo Patricio","750","1450"
"Gillespie Dam","950","1150"
"Jones Ruin","950","1450"
"Chiadag Site","950","1450"
"Dustbowl Site","850","1000"
"Ellsworth Site","700","1150"
"Gopherette Site","1200","1350"
"Rancho Sin Vacas","950","1125"
"Smiley's Well","1000","1450"
"AZ EE:2:105 (ASM)","850","1150"
"AZ EE:2:113 (ASM)","850","1150"
"AZ EE:2:77 (ASM)","950","1150"
"AZ EE:2:107 (ASM)","950","1150"
"LA 599","900","1125"
"LA 44983","750","1300"
"Avilas Canyon","900","1125"
"Upper Avilas Canyon","900","1125"
"Pague Well","900","1125"
"Flying Fish Village","900","1125"
"Las Animas Village","900","1125"
"Lizard Terrace","900","1300"
"Mountain Lion Hamlet","1100","1300"
"Phelps","900","1400"
"SJ Hamlet","1000","1125"
"LA 49016","1100","1325"
"LA 45152","1100","1300"
"LA 45156","975","1300"
"Phyllis","1125","1300"
"LA 70249","1200","1350"
"LA 37730","1100","1300"
"LA 37761","1100","1300"
"LA 118330","975","1300"
"LA 1236-1237","900","1325"
"LA 45083","1100","1300"
"LA 37855","900","1125"
"Bedrock Morter","900","1125"
"LA 45095","900","1300"
"Roadmap Pueblo--Rio Grande","1100","1350"
"LA 45161","1100","1350"
"LA 45195","900","1300"
"LA 49032","750","1125"
"LA 70250","1050","1300"
"Buckaroo","1000","1300"
"29MC146","900","1150"
"29MC215","600","850"
"29MC218","1000","1100"
"29MC220","1000","1150"
"29MC221","1000","1150"
"29MC224","550","850"
"29MC231","550","1100"
"29MC232","1000","1250"
"29MC233","600","850"
"29MC234","550","850"
"29MC235","850","1150"
"29MC242","550","850"
"29MC243","1000","1150"
"29MC244","875","1100"
"29MC249","875","1050"
"29MC250","1050","1175"
"29MC254","1000","1150"
"29MC257","1050","1150"
"29MC261","600","1050"
"29MC262","550","850"
"29MC263","550","850"
"29MC264","875","1100"
"29MC266","550","850"
"29MC269","950","1150"
"29MC271","550","850"
"29MC272","700","1050"
"29MC273","875","1050"
"29MC275","875","1050"
"29MC276","875","1050"
"29MC277","550","850"
"29MC282","550","850"
"29MC283","600","850"
"29MC288","550","850"
"29MC289","900","1150"
"29MC291","900","1150"
"29MC292","1000","1150"
"29MC293","1000","1150"
"29MC295","1050","1150"
"29MC299","1050","1150"
"29MC300","950","1150"
"29MC301","1000","1150"
"29MC305","900","1150"
"29MC306","1000","1150"
"29MC307","875","1150"
"29MC308","1050","1150"
"29MC309","1000","1150"
"29MC317","700","1025"
"29MC319","550","850"
"29MC322","875","1050"
"29MC324","1050","1150"
"29MC334","550","1050"
"29MC336","875","1150"
"29MC341","1050","1250"
"29MC345","875","1150"
"29SJ1579","950","1150"
"29SJ2404","1050","1200"
"29SJ2406","1050","1150"
"29SJ2408","1050","1275"
"29SJ2409","1050","1150"
"29SJ2412","1050","1150"
"29SJ2413","875","1100"
"29SJ2417","950","1150"
"29SJ2421","1025","1175"
"29SJ2422","900","1275"
"29SJ2424","950","1125"
"29SJ2427","1000","1150"
"29SJ2431","950","1150"
"29SJ2437","1050","1150"
"29SJ2438","1050","1275"
"29SJ2439","875","1050"
"29SJ2441","550","1025"
"29SJ2442","850","1025"
"29SJ2443","600","850"
"29SJ2445","1050","1150"
"29SJ2451","1000","1150"
"29SJ2452","1000","1150"
"29SJ2453","1000","1150"
"29SJ2454","975","1150"
"29SJ2457","600","850"
"29SJ2458","1000","1225"
"29SJ2465","1050","1150"
"29SJ2470","1050","1150"
"29SJ2479","550","850"
"29SJ2483","1050","1100"
"29SJ2484","1000","1150"
"29SJ2488","1050","1250"
"29SJ2489","900","1100"
"29SJ2490","550","1125"
"29SJ2491","900","1275"
"29SJ2502","1050","1150"
"29SJ2506","1025","1125"
"29SJ2508","1050","1150"
"29SJ2521","900","1150"
"29SJ2522","875","1150"
"29SJ2523","875","1025"
"29SJ2524","550","1150"
"29SJ2525","550","1150"
"29SJ2526","550","850"
"29SJ2528","1000","1150"
"29SJ2529","875","1050"
"29SJ2530","875","1150"
"29SJ2531","1050","1150"
"29SJ2757","1050","1150"
"29SJ341","900","1175"
"29SJ342","875","1050"
"29SJ343","950","1150"
"29SJ344","1050","1150"
"29SJ346","875","1050"
"29SJ347","1000","1125"
"29SJ348","875","1150"
"Lee","1000","1350"
"LA 17209","875","1100"
"LA 17210","850","1025"
"LA 17211","900","1025"
"LA 17212","875","1150"
"LA 17213","850","1100"
"LA 17214","875","1050"
"LA 47558","1050","1300"
"Noes Site","900","1200"
"LA 65030","1050","1200"
"LA 3682","1050","1275"
"LA 73559","1050","1275"
"LA 161027","1050","1275"
"LA 19094","1000","1350"
"LA 8100","1050","1275"
"LA 17194","875","1100"
"LA 17195","900","1150"
"LA 17196","875","1150"
"LA 17197","1050","1150"
"LA 17198","900","1150"
"LA 17199","925","1150"
"LA 17200","1050","1150"
"LA 17201","900","1150"
"LA 17202","875","1050"
"LA 17203","925","1150"
"LA 17205","875","1100"
"LA 17206","925","1150"
"LA 17207","875","1000"
"LA 17208","875","1150"
"LA 17215","875","1025"
"LA 17204","1050","1150"
"LA 17216","875","1050"
"LA 2701","900","1025"
"LA 2714","1050","1150"
"LA 2987","1050","1150"
"LA 2505","1050","1150"
"LA 6372","1050","1150"
"LA 6383","900","1150"
"LA 6482","1050","1150"
"Leyit Kin","1050","1150"
"Gallo Cliff Dwelling","1050","1225"
"Anna Shepherd's dig","875","1150"
"Bc362","1050","1150"
"Three-C Site","875","1050"
"Tom Mathews Dig","1050","1150"
"LA 18796","1000","1100"
"LA 170593","1050","1150"
"LA 170595","1050","1150"
"LA 170596","700","1150"
"LA 170598","1050","1100"
"LA 170600","1050","1150"
"LA 170601","1050","1150"
"LA 170602","700","1200"
"LA 170603","1050","1150"
"LA 170605","850","1150"
"LA 170606","1050","1150"
"LA 170607","1050","1150"
"LA 170608","1050","1150"
"LA 170609","1000","1150"
"LA 170610","1050","1150"
"LA 170611","700","1150"
"LA 170613","1000","1150"
"LA 170614","1050","1150"
"LA 170615","700","1150"
"LA 170616","1050","1150"
"LA 170618","1050","1150"
"LA 170619","1050","1150"
"LA 170621","1050","1150"
"LA 170624","1050","1150"
"LA 170625","1000","1150"
"LA 170626","1050","1150"
"LA 170627","700","1150"
"LA 170630","1050","1150"
"LA 170631","1050","1150"
"LA 170632","700","1150"
"LA 170633","700","1150"
"LA 170634","1050","1150"
"LA 170635","1050","1150"
"LA 170636","1050","1150"
"LA 170638","1050","1150"
"LA 170639","1050","1150"
"LA 170640","1050","1150"
"LA 170642","1050","1150"
"LA 170645","1050","1150"
"LA 170647","1050","1150"
"LA 170648","1050","1150"
"LA 170657","1050","1150"
"LA 170660","1000","1150"
"LA 170661","1050","1150"
"LA 77913 A","1050","1150"
"LA 77913 B","1050","1150"
"LA 105990","1050","1300"
"Old Corn Site","850","1325"
"LA 46515","1025","1200"
"LA 86241","700","1300"
"LA 86249","1050","1900"
"LA 86252","1100","1300"
"LA 86254","1800","1900"
"LA 86256","550","1200"
"LA 50787","550","950"
"LA 50783","1000","1150"
"LA 50777","1000","1150"
"LA 50782","875","1050"
"LA 50790","1000","1100"
"LA 50792","900","1100"
"LA 50795","550","950"
"LA 2274","1050","1150"
"Carretas W","1200","1450"
"Carizalillo Springs","900","1125"
"Upper Tapiecitas","1200","1450"
"Dog Springs","900","1450"
"Dry Lake 1","1200","1450"
"Dry Lake 3","1200","1450"
"Hueco Tanks","1000","1300"
"Cottonwood Tanks","1125","1450"
"Hacienda Tapiecitas","1200","1450"
"Ojo del Pato Planco","900","1100"
"Ojo del Coyote","1200","1450"
"Ojos Calientes de Santo Domingo","1200","1450"
"Ojo del Carbonero","1200","1450"
"Subterraneo","1200","1450"
"Walnut Creek","1200","1450"
"Upper Deer Creek","1200","1450"
"Papalote Nuevo","1350","1450"
"Lower Tinaja","1200","1450"
"Lower Deer Creek","1200","1450"
"Espindoleno","1350","1450"
"Corralitos","1200","1450"
"Las Vibroda","1200","1450"
"Ronnie--Eastern Mimbres","1000","1125"
"LA 102804","875","1150"
"LA 102805","1200","1300"
"LA 102806","1050","1300"
"LA 102807","1200","1300"
"LA 102809","1175","1300"
"LA 102810","1000","1450"
"LA 102811","1050","1200"
"LA 102812","1000","1300"
"LA 102813","1000","1200"
"LA 102814","1100","1300"
"LA 102815","1050","1150"
"LA 102816","1000","1250"
"LA 102817","1050","1200"
"LA 102818","850","1300"
"LA 102819","1050","1300"
"LA 102820","900","1200"
"LA 102821","1000","1200"
"LA 102822","1050","1300"
"LA 102823","1000","1300"
"LA 102824","1050","1300"
"LA 102825","1050","1300"
"LA 102826","1000","1200"
"LA 102827","1000","1200"
"LA 102828","875","1150"
"LA 102829","1000","1200"
"LA 102830","1200","1300"
"LA 102831","1050","1200"
"LA 102832","875","1200"
"LA 102833","1050","1300"
"LA 102834","1200","1300"
"LA 102836","900","1025"
"LA 102837","900","1300"
"LA 102838","900","1300"
"LA 102840","550","1200"
"LA 102842","1000","1200"
"LA 102843","1000","1200"
"LA 102844","1050","1300"
"LA 102845","1175","1300"
"LA 102846","900","1300"
"LA 102847","1000","1200"
"LA 102848","1000","1200"
"LA 102850","1000","1300"
"LA 102851","1200","1300"
"LA 102852","900","1300"
"LA 102853","875","1200"
"LA 11718","1175","1300"
"LA 11720","1000","1300"
"LA 11724","1050","1300"
"LA 11725","1000","1300"
"LA 11727","1000","1300"
"LA 11777","1050","1300"
"LA 11656","1200","1300"
"LA 11657","1000","1300"
"LA 11658","1175","1300"
"LA 11665","1050","1300"
"LA 11669","1050","1300"
"LA 11671","1000","1300"
"LA 11673","1200","1300"
"LA 11801","1200","1300"
"LA 79839","1000","1200"
"El Polvo","1100","1350"
"41EP4719","1000","1350"
"C-44","1050","1500"
"C-68","1000","1500"
"C-12","1000","1500"
"C-13","1000","1500"
"C-14","1000","1500"
"C-69","1000","1500"
"C-17","1000","1500"
"C-16","1000","1500"
"C-49","1050","1500"
"C-32","1500","1900"
"C-29","1000","1500"
"C-38","1500","1900"
"C-59","800","1050"
"C-60","800","1050"
"C-61","1500","1900"
"C-169","1500","1900"
"C-123","1500","1900"
"C-92","1500","1900"
"C-72","1550","1900"
"C-110","1000","1500"
"C-112","1000","1500"
"C-125","1500","1900"
"C-128","1500","1900"
"C-147","1500","1900"
"C-150","1500","1900"
"C-151","1500","1900"
"C-153","1500","1900"
"C-162","1500","1900"
"C-127","1500","1900"
"C-152","1500","1900"
"C-155","1500","1900"
"C-164","1500","1900"
"C-144","1500","1900"
"C-173","1500","1900"
"C-165","1550","1900"
"C-160","1550","1900"
"C-79","1000","1500"
"C-161","1500","1900"
"C-121","1500","1900"
"C-130","1500","1900"
"C-145","1500","1900"
"C-159","1500","1900"
"C-142","1500","1900"
"C-143","1500","1900"
